,the_geom,Geographic_Area_Name,estimatedPercentBelowPovertyLevel
86,"[[37.20354498, -121.827519009], [37.193007979, -121.825002007], [37.196031978, -121.829564009], [37.21217798, -121.835046012], [37.20144098, -121.828939009], [37.195005979, -121.823511008], [37.20622898, -121.82520601], [37.196620979, -121.824933008], [37.203049978, -121.840013012], [37.203833978, -121.840441012]]",Census Tract 5119.12,1.50%
87,"[[37.825355016, -122.063153115], [37.828521017, -122.067033116], [37.844604021, -122.026417112], [37.843351021, -122.026997112], [37.82590602, -122.018303108], [37.821962019, -122.03025611], [37.822003019, -122.03039511], [37.825800017, -122.063227115], [37.826272016, -122.063899115], [37.819485018, -122.03186211]]",Census Tract 3452.04,1.50%
88,"[[38.084686031, -122.167916162], [38.083038029, -122.187546164], [38.072222029, -122.179982162], [38.072711029, -122.180291163], [38.081124029, -122.192235165], [38.078969031, -122.172960162], [38.08516103, -122.186152165], [38.070611029, -122.178552161], [38.082391029, -122.187980165], [38.080355031, -122.171932162]]",Census Tract 2521.05,1.50%
89,"[[37.504679976, -122.26042511], [37.502221975, -122.253902108], [37.498858974, -122.262510109], [37.493768974, -122.258709108], [37.497542975, -122.261045108], [37.494999974, -122.258407107], [37.497704976, -122.248684107], [37.499191974, -122.262724109], [37.498188975, -122.261794109], [37.494224975, -122.253392107]]",Census Tract 6092.01,1.50%
90,"[[37.737406017, -121.948931087], [37.732127019, -121.930620085], [37.727084018, -121.926029083], [37.737086017, -121.950452088], [37.737338018, -121.949292088], [37.737481017, -121.948688088], [37.738769018, -121.945375087], [37.724374017, -121.936527085], [37.739001018, -121.942615087], [37.733154018, -121.931565084]]",Census Tract 3451.01,1.50%
91,"[[37.489790974, -122.256388107], [37.500027974, -122.26948911], [37.496383974, -122.268438109], [37.496873974, -122.260268109], [37.495681974, -122.26785811], [37.489360974, -122.257036107], [37.496495974, -122.268475109], [37.496291974, -122.268398109], [37.489648974, -122.263776108], [37.492284974, -122.266360109]]",Census Tract 6094,1.50%
92,"[[38.297094036, -122.341303213], [38.302117036, -122.353510216], [38.301555036, -122.351487215], [38.298105036, -122.344115214], [38.311014038, -122.340917215], [38.297921035, -122.345596214], [38.305423037, -122.338924214], [38.308676037, -122.340912215], [38.301244036, -122.352142216], [38.300775036, -122.353802216]]",Census Tract 2011.01,1.50%
93,"[[37.949209034, -121.961351114], [37.951963034, -121.974826117], [37.953811034, -121.975592117], [37.951993034, -121.974224116], [37.945934034, -121.966492115], [37.952553034, -121.976202116], [37.946346034, -121.970503115], [37.952174034, -121.974301116], [37.950782034, -121.973802116], [37.949076034, -121.972710115]]",Census Tract 3340.08,1.50%
94,"[[37.295798976, -122.001647046], [37.293569975, -122.003059046], [37.308396978, -121.980291044], [37.309541977, -121.995543047], [37.308303978, -121.979373044], [37.308594977, -121.987239045], [37.301417977, -121.997139046], [37.293044975, -122.003038046], [37.291762976, -121.992304044], [37.308569977, -121.988719046]]",Census Tract 5062.02,1.50%
95,"[[37.321101984, -121.906354035], [37.315543983, -121.914899035], [37.312613984, -121.904342033], [37.312410983, -121.905016033], [37.314765984, -121.903702033], [37.311063983, -121.907116033], [37.321124984, -121.905968034], [37.312750984, -121.904011033], [37.319067985, -121.902763034], [37.312628984, -121.904157033]]",Census Tract 5019.02,1.50%
96,"[[37.746840998, -122.226563132], [37.737013996, -122.246571133], [37.721582996, -122.23449913], [37.736987996, -122.246325133], [37.749481999, -122.227921132], [37.742243998, -122.226492131], [37.737914996, -122.253806134], [37.727384997, -122.227177129], [37.736128996, -122.242533132], [37.737939995, -122.252519134]]",Census Tract 4283.01,1.50%
97,"[[38.05823003, -122.149738156], [38.066213029, -122.179371161], [38.068611029, -122.182994162], [38.061691031, -122.154160157], [38.05970803, -122.151091156], [38.06409203, -122.161205158], [38.056665029, -122.161934158], [38.064069029, -122.17548516], [38.05386903, -122.154099156], [38.06092403, -122.152605157]]",Census Tract 2521.08,1.50%
98,"[[37.979229054, -121.732378082], [37.974037053, -121.732348081], [37.997828055, -121.745677086], [37.989895054, -121.750517086], [37.971614053, -121.732408081], [37.986758055, -121.732343083], [37.997822055, -121.747318086], [37.997826054, -121.748160086], [37.976556054, -121.737194082], [37.997827055, -121.739372086]]",Census Tract 3020.13,1.60%
99,"[[37.675721005, -122.050599097], [37.679557005, -122.055237097], [37.674070004, -122.052105097], [37.679323005, -122.053810097], [37.672493003, -122.068011098], [37.668729003, -122.064171097], [37.671809003, -122.066062098], [37.679140005, -122.052666097], [37.677693004, -122.064954098], [37.673322004, -122.055780097]]",Census Tract 4364.04,1.60%
100,"[[37.942273036, -121.929849108], [37.943185037, -121.925819108], [37.961773038, -121.932937111], [37.959878038, -121.924195109], [37.944036038, -121.920720107], [37.962370037, -121.942463113], [37.958611036, -121.948143113], [37.959118036, -121.947095113], [37.974840041, -121.91297311], [37.942664037, -121.930495109]]",Census Tract 3553.07,1.60%
101,"[[37.342791971, -122.127085071], [37.366882972, -122.137609075], [37.34478497, -122.134316072], [37.345239971, -122.129393072], [37.337899972, -122.112632068], [37.339362973, -122.100953066], [37.371194972, -122.143047076], [37.341275973, -122.099282066], [37.353684969, -122.152773076], [37.361494969, -122.16991308]]",Census Tract 5117.04,1.60%
102,"[[37.294697975, -122.007581047], [37.293350975, -122.008096047], [37.304755976, -122.005107048], [37.310228976, -122.01352205], [37.302339976, -122.006012048], [37.299145975, -122.015017048], [37.295669975, -122.007460047], [37.293504974, -122.013055048], [37.293445975, -122.011110047], [37.296336975, -122.007435048]]",Census Tract 5079.03,1.60%
103,"[[37.366807982, -122.002731055], [37.367752982, -121.996179054], [37.366808982, -122.002681054], [37.372699981, -122.010128056], [37.366864982, -121.999643053], [37.366848982, -122.000307054], [37.371596982, -122.013671056], [37.370644981, -122.013623056], [37.370614982, -121.998123054], [37.370792981, -122.013626056]]",Census Tract 5087.06,1.60%
104,"[[38.122237005, -122.565721226], [38.107633006, -122.528062219], [38.158774009, -122.545225228], [38.157454008, -122.568919232], [38.188230008, -122.595065239], [38.187636008, -122.591470238], [38.18222201, -122.565106234], [38.18076201, -122.565620233], [38.166209008, -122.579019233], [38.187046009, -122.583139237]]",Census Tract 1011,1.60%
105,"[[37.541063978, -122.263478114], [37.544830978, -122.274535115], [37.541951978, -122.262281113], [37.536340977, -122.273720115], [37.545720978, -122.278871117], [37.546467979, -122.260678114], [37.545742978, -122.278231117], [37.541289978, -122.263174114], [37.546291978, -122.270491115], [37.545142979, -122.259867113]]",Census Tract 6080.23,1.60%
106,"[[37.41326599, -121.930935049], [37.413415991, -121.932833049], [37.419401989, -121.958464053], [37.420818992, -121.930061049], [37.41274099, -121.936203049], [37.418647991, -121.930027049], [37.40989599, -121.94344905], [37.411039991, -121.922987047], [37.415450991, -121.927541048], [37.41212499, -121.938664049]]",Census Tract 5050.15,1.60%
107,"[[37.352065976, -122.063376062], [37.342818975, -122.074562063], [37.352279975, -122.080443064], [37.344636975, -122.064428062], [37.339014975, -122.069623062], [37.352070975, -122.071211063], [37.340044974, -122.070923062], [37.337514975, -122.063353061], [37.352304975, -122.081363065], [37.338064975, -122.068493061]]",Census Tract 5100.02,1.60%
108,"[[37.790659022, -121.953791095], [37.796646021, -121.973918098], [37.805912021, -121.9772101], [37.800434021, -121.974611099], [37.78206002, -121.963087095], [37.791830021, -121.971965097], [37.78307002, -121.968634096], [37.809107022, -121.977166101], [37.807196023, -121.955465096], [37.816160023, -121.967369099]]",Census Tract 3451.14,1.70%
109,"[[37.871709992, -122.456928181], [37.891908992, -122.482479187], [37.868249993, -122.45156718], [37.883328992, -122.472350184], [37.903099994, -122.475228187], [37.884633991, -122.482092187], [37.901451993, -122.482755188], [37.878734992, -122.463616183], [37.873277992, -122.458132181], [37.887663992, -122.478444186]]",Census Tract 1242,1.70%
110,"[[38.280194047, -122.167688185], [38.313794053, -122.131834183], [38.280702047, -122.168105185], [38.254308049, -122.119785175], [38.308210049, -122.17790019], [38.266678046, -122.165927183], [38.262969046, -122.164571182], [38.226305044, -122.147141175], [38.271395047, -122.166875183], [38.278736047, -122.166427184]]",Census Tract 2522.03,1.70%
111,"[[37.866842024, -122.017163113], [37.885978025, -122.014800115], [37.871944024, -122.008980113], [37.883553028, -121.975381108], [37.890033029, -121.981967111], [37.866312024, -122.020178114], [37.882748028, -121.971491108], [37.897182028, -121.988835113], [37.880580024, -122.025308116], [37.865374023, -122.030017115]]",Census Tract 3461.01,1.70%
112,"[[37.766939, -122.226596134], [37.756238999, -122.225971132], [37.765702999, -122.239086135], [37.758282999, -122.227383133], [37.756017999, -122.225627133], [37.765399999, -122.238512135], [37.766650999, -122.240752136], [37.764878999, -122.237503135], [37.755555999, -122.225043132], [37.766469999, -122.240573136]]",Census Tract 4271,1.70%
113,"[[37.216164971, -121.975163033], [37.203820968, -121.999694036], [37.23811697, -122.005066041], [37.207994969, -121.986084034], [37.21613297, -121.976532034], [37.21431697, -121.981256034], [37.21371497, -121.979143034], [37.233174971, -121.987703037], [37.206846969, -121.986892035], [37.199751968, -121.991400034]]",Census Tract 5070.03,1.70%
114,"[[37.495607974, -122.278430111], [37.504625973, -122.285629113], [37.502370974, -122.270905111], [37.502254973, -122.284062112], [37.498529973, -122.276308111], [37.506574974, -122.286410114], [37.511220975, -122.274451112], [37.504737975, -122.268289111], [37.495500973, -122.27737011], [37.500225973, -122.282610112]]",Census Tract 6095,1.70%
115,"[[37.514839971, -122.329007121], [37.522739972, -122.332463122], [37.514209972, -122.32916912], [37.538305973, -122.335618125], [37.538463972, -122.341193125], [37.539663974, -122.329899123], [37.536915972, -122.349894126], [37.527115972, -122.331671122], [37.526001971, -122.341375124], [37.533465972, -122.339519125]]",Census Tract 6068,1.70%
116,"[[38.020908999, -122.53912321], [38.015952001, -122.508008205], [38.019485001, -122.511939207], [38.016357, -122.509702206], [38.039957001, -122.536785212], [38.011174998, -122.54191221], [38.022084002, -122.492911203], [38.047651004, -122.505189208], [38.015887, -122.506461205], [38.019704, -122.518910207]]",Census Tract 1060.01,1.80%
117,"[[37.927542007, -122.318050166], [37.939248008, -122.307571166], [37.939499008, -122.311339167], [37.928261007, -122.312771165], [37.932726008, -122.303803165], [37.926390007, -122.316436165], [37.938584008, -122.308364166], [37.932401008, -122.305677165], [37.932097007, -122.320384167], [37.931117007, -122.321076167]]",Census Tract 3840,1.80%
118,"[[37.944354992, -122.542566203], [37.942921992, -122.548004203], [37.947936992, -122.551087204], [37.948593992, -122.549308203], [37.943505992, -122.541196202], [37.942663992, -122.547524203], [37.942009991, -122.546778203], [37.950173992, -122.549140204], [37.942405991, -122.545829203], [37.949006992, -122.544956203]]",Census Tract 1200.01,1.80%
119,"[[37.667234017, -121.873497068], [37.672416016, -121.891326071], [37.676746018, -121.87628407], [37.667386016, -121.88302907], [37.665385017, -121.880681069], [37.676759017, -121.889619072], [37.665724017, -121.877308069], [37.667846016, -121.88413607], [37.675255018, -121.873548069], [37.672981018, -121.872751069]]",Census Tract 4506.05,1.80%
120,"[[37.552573974, -122.339579126], [37.554527976, -122.320479124], [37.554041975, -122.321044124], [37.546088973, -122.337865126], [37.554431974, -122.337588126], [37.560450975, -122.330910126], [37.546875973, -122.338971125], [37.559218975, -122.332274126], [37.554994975, -122.325129125], [37.556781975, -122.319107124]]",Census Tract 6065,1.80%
121,"[[37.130538986, -121.636497972], [37.127284985, -121.645002973], [37.140786987, -121.641301974], [37.131180987, -121.634779971], [37.138447987, -121.644142974], [37.131406987, -121.634139971], [37.131140987, -121.634896971], [37.127934986, -121.648802973], [37.134874986, -121.648692974], [37.131303986, -121.634431971]]",Census Tract 5123.12,1.80%
122,"[[37.357234974, -122.103863069], [37.348548975, -122.085655065], [37.363494974, -122.10847307], [37.349552973, -122.104514068], [37.361788974, -122.099445068], [37.366292974, -122.10580307], [37.344925974, -122.089888066], [37.351390974, -122.085956065], [37.343103973, -122.090689065], [37.358834974, -122.105783069]]",Census Tract 5117.02,1.80%
123,"[[37.662102004, -122.047056094], [37.674227004, -122.051750097], [37.658485004, -122.037955093], [37.662542003, -122.054534095], [37.664508006, -122.027884091], [37.658546004, -122.039545093], [37.675433006, -122.039504095], [37.672064006, -122.029036092], [37.676196006, -122.033964094], [37.656313005, -122.029822091]]",Census Tract 4364.02,1.80%
124,"[[37.422794975, -122.165673086], [37.418804974, -122.175563087], [37.419984976, -122.158023084], [37.422614975, -122.164393085], [37.422334975, -122.162033085], [37.412024975, -122.151293083], [37.422284975, -122.163083085], [37.410874975, -122.152263082], [37.419874975, -122.157843084], [37.420252974, -122.169563086]]",Census Tract 5115.02,1.80%
125,"[[37.944393037, -121.922399108], [37.953574036, -121.955430114], [37.949183036, -121.951783113], [37.951503036, -121.949358112], [37.943784037, -121.924369108], [37.953398036, -121.952307113], [37.933944035, -121.928459107], [37.950975037, -121.942111111], [37.942960037, -121.927484108], [37.944410037, -121.922586107]]",Census Tract 3553.08,1.80%
126,"[[37.733368027, -121.808640066], [37.739615028, -121.809331066], [37.710530025, -121.823717065], [37.744764028, -121.813449067], [37.728345027, -121.809272065], [37.717216026, -121.807999063], [37.726900027, -121.808721065], [37.731354025, -121.83634607], [37.725031023, -121.854771072], [37.723432025, -121.824986067]]",Census Tract 4507.52,1.90%
127,"[[37.550958998, -121.997628074], [37.546378998, -121.992408072], [37.538605997, -122.002837074], [37.545726998, -121.991432072], [37.545596998, -121.991202073], [37.536940996, -121.998051073], [37.549265997, -121.999020074], [37.537236997, -121.997806072], [37.547374998, -121.992965073], [37.550287998, -121.998183074]]",Census Tract 4426.01,1.90%
128,"[[37.519378975, -122.272108112], [37.516234977, -122.253315109], [37.507953976, -122.245265107], [37.513580976, -122.266707111], [37.519723976, -122.272554113], [37.504719976, -122.245944107], [37.515360977, -122.254473109], [37.522595976, -122.269386113], [37.517966977, -122.250586109], [37.523701977, -122.268055112]]",Census Tract 6091,1.90%
129,"[[36.975874978, -121.555363942], [36.999414978, -121.584592949], [36.990437979, -121.561458945], [36.99910998, -121.569917947], [36.991554979, -121.561882945], [36.986385979, -121.558344944], [36.986754979, -121.558272944], [36.983804977, -121.584362948], [36.976689977, -121.569241945], [36.984374977, -121.579452947]]",Census Tract 5125.09,1.90%
130,"[[37.917009008, -122.28527816], [37.917051008, -122.28518216], [37.909405008, -122.280750158], [37.901440007, -122.288476158], [37.913475009, -122.281415159], [37.906781008, -122.279407158], [37.916225009, -122.28332116], [37.914859009, -122.282570159], [37.911328009, -122.279994159], [37.898491007, -122.286761159]]",Census Tract 3910,1.90%
